"Gene","FBgn","Sub-group","Sub-sub-group","Confidence","Comments"
"PH4alphaNE2","FBgn0039783","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
"PH4alphaNE3","FBgn0051017","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
"PH4alphaPV","FBgn0051015","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
"PH4alphaSG1","FBgn0051014","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
"PH4alphaSG2","FBgn0039779","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
"pio","FBgn0020521","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"pip","FBgn0003089","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"PlexA","FBgn0025741","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Plexin"
"PlexB","FBgn0025740","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Plexin"
"Plod","FBgn0036147","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Lysyl Hydroxylase"
"Ppn","FBgn0003137","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"prc","FBgn0028573","Drosophila Matrisome Genes","Collagens","","Basement Membrane"
"psd","FBgn0086265","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"Ptth","FBgn0013323","Drosophila Matrisome Genes","Secreted Factors","",""
"Pvf1","FBgn0030964","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","PDGF/VEGF Family"
"Pvf2","FBgn0031888","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","PDGF/VEGF Family"
"Pvf3","FBgn0085407","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","PDGF/VEGF Family"
"Pxd","FBgn0004577","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Chorion"
"Pxn","FBgn0011828","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"Pxt","FBgn0261987","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Chorion"
"pyr","FBgn0033649","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","FGF Family"
"Reck","FBgn0036463","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","",""
"resilin","FBgn0034157","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"retinin","FBgn0040074","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"rgn","FBgn0261258","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"sca","FBgn0003326","Drosophila Matrisome Genes","ECM-affiliated","","Fibrinogen-domain-containing Proteins"
"scw","FBgn0005590","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","TGFb Family"
"Sdc","FBgn0010415","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Syndecan"
"Sema1a","FBgn0011259","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Semaphorin"
"Sema1b","FBgn0016059","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Semaphorin"
"Sema2a","FBgn0011260","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Semaphorin"
"Sema2b","FBgn0264273","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Semaphorin"
"Sema5c","FBgn0284221","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Semaphorin"
"serp","FBgn0260653","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Chitin Deacetylase"
"Sgs1","FBgn0003372","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"Sgs3","FBgn0003373","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"Sgs4","FBgn0003374","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"Sgs5","FBgn0003375","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"Sgs8","FBgn0003378","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"shf","FBgn0003390","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"sli","FBgn0264089","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"slow","FBgn0035539","Drosophila Matrisome Genes","ECM-affiliated","",""
"sog","FBgn0003463","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"sona","FBgn0034903","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAMTS"
"SP2353","FBgn0034070","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"SPARC","FBgn0026562","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"spi","FBgn0005672","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","EGFR Ligand"
"Spn100A","FBgn0039795","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn27A","FBgn0028990","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn28B","FBgn0083141","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn28Da","FBgn0051902","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn28Db","FBgn0053121","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn28Dc","FBgn0031973","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn28F","FBgn0028987","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn31A","FBgn0032178","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn38F","FBgn0028986","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn42Da","FBgn0265137","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn42Db","FBgn0033112","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn42Dc","FBgn0033113","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn42Dd","FBgn0028988","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn42De","FBgn0033115","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn43Aa","FBgn0024294","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn43Ab","FBgn0024293","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn43Ad","FBgn0044011","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn47C","FBgn0033574","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn53F","FBgn0034195","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn55B","FBgn0028983","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn75F","FBgn0052203","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn77Ba","FBgn0262057","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn77Bb","FBgn0036969","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn77Bc","FBgn0036970","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn85F","FBgn0037772","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn88Ea","FBgn0028984","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"Spn88Eb","FBgn0038299","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"spz","FBgn0003495","Drosophila Matrisome Genes","Secreted Factors","","Spaetzle Family"
"spz3","FBgn0031959","Drosophila Matrisome Genes","Secreted Factors","","Spaetzle Family"
"spz4","FBgn0032362","Drosophila Matrisome Genes","Secreted Factors","","Spaetzle Family"
"spz5","FBgn0035379","Drosophila Matrisome Genes","Secreted Factors","","Spaetzle Family"
"spz6","FBgn0035056","Drosophila Matrisome Genes","Secreted Factors","","Spaetzle Family"
"ssp7","FBgn0052667","Drosophila Matrisome Genes","Secreted Factors","",""
"stl","FBgn0086408","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAMTS"
"Sulf1","FBgn0040271","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Sulfatase"
"Swim","FBgn0034709","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"Tace","FBgn0039734","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAM"
"Tb","FBgn0243586","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"Ten-a","FBgn0267001","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Teneurin"
"Ten-m","FBgn0004449","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Teneurin"
"teq","FBgn0023479","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"tfc","FBgn0035199","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"Tg","FBgn0031975","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Transglutaminase"
"ths","FBgn0033652","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","FGF Family"
"thw","FBgn0037487","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"Tig","FBgn0011722","Drosophila Matrisome Genes","ECM Glycoproteins","",""
"Timp","FBgn0025879","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","",""
"tld","FBgn0003719","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","",""
"tnc","FBgn0039257","Drosophila Matrisome Genes","ECM Glycoproteins","",""
"tok","FBgn0004885","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","",""
"trk","FBgn0003751","Drosophila Matrisome Genes","Secreted Factors","",""
"trol","FBgn0284408","Homologs/Orthologs to Mammalian Core Matrisome Genes","Proteoglycans","","Basement Membrane"
"tsg","FBgn0003865","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"tsl","FBgn0003867","Drosophila Matrisome Genes","Secreted Factors","",""
"Tsp","FBgn0031850","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"Twdlalpha","FBgn0052574","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlB","FBgn0039436","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"Twdlbeta","FBgn0033658","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlC","FBgn0039469","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlD","FBgn0039444","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlE","FBgn0031957","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlF","FBgn0037224","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlG","FBgn0037225","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlH","FBgn0051080","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlJ","FBgn0039440","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlK","FBgn0039439","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlL","FBgn0039437","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlM","FBgn0039434","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlN","FBgn0039441","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlO","FBgn0039438","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlP","FBgn0039435","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlQ","FBgn0039448","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlR","FBgn0051081","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlS","FBgn0039443","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlT","FBgn0029170","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlV","FBgn0037227","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlW","FBgn0038487","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlX","FBgn0052571","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlY","FBgn0052570","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"TwdlZ","FBgn0052569","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Tweedle"
"tyn","FBgn0284435","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"upd1","FBgn0004956","Drosophila Matrisome Genes","Secreted Factors","","Unpaired Family"
"upd2","FBgn0030904","Drosophila Matrisome Genes","Secreted Factors","","Unpaired Family"
"upd3","FBgn0053542","Drosophila Matrisome Genes","Secreted Factors","","Unpaired Family"
"Vago","FBgn0030262","Drosophila Matrisome Genes","Secreted Factors","",""
"Vajk1","FBgn0028938","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Vajk2","FBgn0032538","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Vajk3","FBgn0028544","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Vajk4","FBgn0050101","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"verm","FBgn0261341","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Chitin Deacetylase"
"vkg","FBgn0016075","Homologs/Orthologs to Mammalian Core Matrisome Genes","Collagens","","Basement Membrane"
"Vm26Aa","FBgn0003979","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"Vm26Ab","FBgn0003980","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"Vm26Ac","FBgn0086266","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"Vm32E","FBgn0014076","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"Vm34Ca","FBgn0003983","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"Vml","FBgn0085362","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"vn","FBgn0003984","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","EGFR Ligand"
"wb","FBgn0261563","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Basement Membrane; Laminin"
"wg","FBgn0284084","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Wnt Family"
"Wnt10","FBgn0031903","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Wnt Family"
"Wnt2","FBgn0004360","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Wnt Family"
"Wnt4","FBgn0010453","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Wnt Family"
"Wnt5","FBgn0010194","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Wnt Family"
"Wnt6","FBgn0031902","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Wnt Family"
"wntD","FBgn0038134","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Wnt Family"
"yellow-g","FBgn0041709","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"zye","FBgn0036985","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
