"Gene","FBgn","Sub-group","Sub-sub-group","Confidence","Comments"
"ix","FBgn0001276","Co-factor","","",""
"Jarid2","FBgn0036004","DNA-binding with transcription factor activity","ARID|AT_hook","Medium","TFscore=6"
"jigr1","FBgn0039350","Maybe TF","MADF","","TFscore=NA"
"JIL-1","FBgn0020412","Chromatin regulation","","",""
"jim","FBgn0027339","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"jing","FBgn0086655","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Jon99Fii","FBgn0039777","DNA-binding with transcription factor activity","","High",""
"Jra","FBgn0001291","DNA-binding with transcription factor activity","bZIP","High","TFscore=1"
"jub","FBgn0030530","Maybe TF","","",""
"jumu","FBgn0015396","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"Kah","FBgn0035144","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"kay","FBgn0001297","DNA-binding with transcription factor activity","bZIP","High","TFscore=1"
"Kdm2","FBgn0037659","DNA-binding with transcription factor activity","","Medium",""
"Kdm4A","FBgn0033233","Chromatin regulation","","",""
"Kdm4B","FBgn0053182","Chromatin regulation","","",""
"ken","FBgn0011236","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"key","FBgn0041205","DNA-binding with transcription factor activity","","Medium",""
"kin17","FBgn0024887","DNA-binding with transcription factor activity","","Medium",""
"kis","FBgn0266557","DNA-binding with transcription factor activity","","",""
"klu","FBgn0013469","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"kn","FBgn0001319","DNA-binding with transcription factor activity","TIG","Medium","TFscore=6"
"kni","FBgn0001320","DNA-binding with transcription factor activity","zf-C4","High","TFscore=1"
"knrl","FBgn0001323","DNA-binding with transcription factor activity","zf-C4","Medium","TFscore=6"
"Kr","FBgn0001325","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"Kr-h1","FBgn0266450","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"kto","FBgn0001324","Co-factor","","",""
"ktub","FBgn0015721","DNA-binding with transcription factor activity","","Medium",""
"l(1)10Bb","FBgn0001491","Maybe TF","","",""
"l(1)1Bi","FBgn0001341","DNA-binding with transcription factor activity","","",""
"l(1)sc","FBgn0002561","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"l(2)37Cd","FBgn0086445","Maybe TF","","",""
"l(2)k10201","FBgn0016970","DNA-binding with transcription factor activity","","Medium",""
"l(3)73Ah","FBgn0002283","Maybe TF","","",""
"l(3)mbt","FBgn0002441","DNA-binding with transcription factor activity","","Medium",""
"l(3)neo38","FBgn0265276","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"La","FBgn0011638","DNA-binding with transcription factor activity","","",""
"lab","FBgn0002522","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"lbe","FBgn0011278","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"lbl","FBgn0008651","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"lds","FBgn0002542","DNA-binding with transcription factor activity","","",""
"Lhr","FBgn0034217","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"lid","FBgn0031759","DNA-binding with transcription factor activity","ARID|zf-C5HC2","Medium","TFscore=6"
"lilli","FBgn0041111","DNA-binding with transcription factor activity","AF-4|AT_hook","Medium","TFscore=6"
"Lim1","FBgn0026411","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"Lim3","FBgn0002023","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"lin-28","FBgn0035626","DNA-binding with transcription factor activity","","Medium",""
"lmd","FBgn0039039","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"Lmpt","FBgn0261565","DNA-binding with transcription factor activity","","",""
"lms","FBgn0034520","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"lola","FBgn0005630","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"lolal","FBgn0022238","DNA-binding with transcription factor activity","","",""
"lov","FBgn0266129","DNA-binding with transcription factor activity","","Medium",""
"Lpt","FBgn0263667","DNA-binding with transcription factor activity","","Medium",""
"luna","FBgn0040765","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"lute","FBgn0262871","Maybe TF","","",""
"lz","FBgn0002576","DNA-binding with transcription factor activity","Runt","High","TFscore=2"
"M1BP","FBgn0037621","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Mad","FBgn0011648","DNA-binding with transcription factor activity","MH1","High","TFscore=1"
"maf-S","FBgn0034534","DNA-binding with transcription factor activity","bZIP_Maf","High","TFscore=1"
"Maf1","FBgn0267861","Co-factor","","",""
"mamo","FBgn0267033","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Mat1","FBgn0024956","DNA-binding with transcription factor activity","","",""
"Max","FBgn0017578","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"MBD-like","FBgn0027950","Chromatin regulation","","High",""
"MBD-R2","FBgn0038016","DNA-binding with transcription factor activity","THAP|zf-C2H2","Medium","TFscore=6"
"mbf1","FBgn0262732","Co-factor","","",""
"Med","FBgn0011655","DNA-binding with transcription factor activity","MH1","High","TFscore=1"
"MED1","FBgn0037109","Co-factor","","",""
"MED10","FBgn0036581","Co-factor","","",""
"MED11","FBgn0036811","Co-factor","","",""
"MED14","FBgn0035145","Co-factor","","",""
"MED15","FBgn0027592","Co-factor","","",""
"MED16","FBgn0034707","Co-factor","","",""
"MED17","FBgn0038578","Co-factor","","",""
"MED18","FBgn0026873","Co-factor","","",""
"MED20","FBgn0013531","Co-factor","","",""
"MED22","FBgn0040339","Co-factor","","",""
"MED23","FBgn0034795","Co-factor","","",""
"MED24","FBgn0035851","Co-factor","","",""
"MED26","FBgn0039923","DNA-binding with transcription factor activity","","",""
"MED27","FBgn0037359","Co-factor","","",""
"MED30","FBgn0035149","Co-factor","","",""
"MED31","FBgn0037262","Co-factor","","",""
"MED4","FBgn0035754","Co-factor","","",""
"MED6","FBgn0024330","Co-factor","","",""
"MED7","FBgn0051390","Co-factor","","",""
"MED8","FBgn0034503","Co-factor","","",""
"Mef2","FBgn0011656","DNA-binding with transcription factor activity","SRF-TF","High","TFscore=2"
"mei-P26","FBgn0026206","Maybe TF","","",""
"Meics","FBgn0025874","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"MEP-1","FBgn0035357","DNA-binding with transcription factor activity","","Medium",""
"Mes-4","FBgn0039559","Chromatin regulation","","",""
"MESR4","FBgn0034240","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Met","FBgn0002723","DNA-binding with transcription factor activity","HLH","High","TFscore=3"
"Mi-2","FBgn0262519","DNA-binding with transcription factor activity","","",""
"mia","FBgn0014342","DNA-binding with transcription factor activity","","",""
"mid","FBgn0261963","DNA-binding with transcription factor activity","T-box","","TFscore=6"
"Mio","FBgn0032940","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"mip120","FBgn0033846","DNA-binding with transcription factor activity","","High",""
"mip130","FBgn0023509","DNA-binding with transcription factor activity","","",""
"mip40","FBgn0034430","Maybe TF","","",""
"mirr","FBgn0014343","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"Mitf","FBgn0263112","Co-factor","HLH","","TFscore=6"
"mld","FBgn0263490","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"mle","FBgn0002774","Chromatin regulation","","",""
"Mnt","FBgn0023215","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"mod","FBgn0002780","DNA-binding with transcription factor activity","","High",""
"mod(mdg4)","FBgn0002781","Chromatin regulation","BEN|FLYWCH","","TFscore=NA"
"mof","FBgn0014340","Chromatin regulation","","",""
"mor","FBgn0002783","DNA-binding with transcription factor activity","","Medium",""
"MP1","FBgn0027930","Maybe TF","","",""
"MRG15","FBgn0027378","Chromatin regulation","","",""
"mRpL55","FBgn0038678","DNA-binding with transcription factor activity","","",""
"Mrtf","FBgn0052296","DNA-binding with transcription factor activity","RPEL","High","TFscore=2"
"msl-3","FBgn0002775","Chromatin regulation","","",""
"MTA1-like","FBgn0027951","DNA-binding with transcription factor activity","GATA|Myb_DNA-binding|zf-C2H2","Medium","TFscore=6"
"MTF-1","FBgn0040305","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"mtg","FBgn0260386","Maybe TF","","",""
"Mtp","FBgn0266369","DNA-binding with transcription factor activity","","Medium",""
"mtRNApol","FBgn0261938","DNA-binding with transcription factor activity","","",""
"mTTF","FBgn0028530","DNA-binding with transcription factor activity","","High",""
"mtTFB2","FBgn0037778","Co-factor","","",""
"mute","FBgn0085444","DNA-binding with transcription factor activity","","Medium",""
"mxc","FBgn0260789","DNA-binding with transcription factor activity","AT_hook","Medium","TFscore=6"
"Myb","FBgn0002914","DNA-binding with transcription factor activity","Myb_DNA-binding","High","TFscore=2"
"N","FBgn0004647","DNA-binding with transcription factor activity","","",""
"nab","FBgn0259986","Co-factor","","",""
"nau","FBgn0002922","DNA-binding with transcription factor activity","Basic|HLH","High","TFscore=5"
"NC2alpha","FBgn0034650","DNA-binding with transcription factor activity","CBFA_NFYB_domain","","TFscore=NA"
"NC2beta","FBgn0028926","DNA-binding with transcription factor activity","CBFA_NFYB_domain","","TFscore=NA"
"nclb","FBgn0263510","DNA-binding with transcription factor activity","","",""
"nej","FBgn0261617","Chromatin regulation","","",""
"Nelf-A","FBgn0038872","Maybe TF","","",""
"NELF-B","FBgn0027553","Maybe TF","","",""
"Nelf-E","FBgn0017430","Maybe TF","","",""
"nerfin-1","FBgn0028999","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"nerfin-2","FBgn0041105","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"net","FBgn0002931","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"Neu2","FBgn0037085","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Nf-YA","FBgn0035993","DNA-binding with transcription factor activity","CBFB_NFYA","Medium","TFscore=6"
"Nf-YB","FBgn0032816","DNA-binding with transcription factor activity","CBFA/NFYB_topo|CBFA_NFYB_domain","High","TFscore=5"
"Nf-YC","FBgn0029905","DNA-binding with transcription factor activity","CBFA_NFYB_domain","High","TFscore=5"
"NFAT","FBgn0030505","DNA-binding with transcription factor activity","RHD|TIG","High","TFscore=5"
"NfI","FBgn0042696","DNA-binding with transcription factor activity","MH1","Medium","TFscore=6"
"nht","FBgn0041103","DNA-binding with transcription factor activity","","",""
"Nipped-A","FBgn0053554","Chromatin regulation","","",""
"NK7.1","FBgn0024321","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"noc","FBgn0005771","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"nom","FBgn0037617","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"nonA","FBgn0004227","Maybe TF","","",""
"nonA-l","FBgn0015520","Maybe TF","","",""
"Not1","FBgn0085436","DNA-binding with transcription factor activity","","Medium",""
"Not10","FBgn0260444","Maybe TF","","",""
"Not3","FBgn0033029","Co-factor","","",""
"Nprl2","FBgn0030800","Maybe TF","","",""
"nub","FBgn0085424","DNA-binding with transcription factor activity","Homeobox|Pou","High","TFscore=1"
"Nufip","FBgn0036812","DNA-binding with transcription factor activity","","Medium",""
"Nurf-38","FBgn0016687","Chromatin regulation","","",""
"nvy","FBgn0005636","DNA-binding with transcription factor activity","","",""
"Oaz","FBgn0261613","DNA-binding with transcription factor activity","zf-C2H2","","TFscore=6"
"oc","FBgn0004102","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"Octbeta2R","FBgn0038063","DNA-binding with transcription factor activity","","Medium",""
"odd","FBgn0002985","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=4"
"OdsH","FBgn0026058","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Oli","FBgn0032651","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"onecut","FBgn0028996","DNA-binding with transcription factor activity","CUT|Homeobox","High","TFscore=1"
"opa","FBgn0003002","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Opbp","FBgn0050443","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Optix","FBgn0025360","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"org-1","FBgn0021767","DNA-binding with transcription factor activity","T-box","High","TFscore=3"
"osa","FBgn0261885","DNA-binding with transcription factor activity","ARID","","TFscore=5"
"otp","FBgn0015524","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"ovo","FBgn0003028","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"p53","FBgn0039044","DNA-binding with transcription factor activity","P53","High","TFscore=1"
"pad","FBgn0038418","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"pan","FBgn0085432","DNA-binding with transcription factor activity","HMG_box","High","TFscore=1"
"Parp","FBgn0010247","DNA-binding with transcription factor activity","","",""
"pb","FBgn0051481","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"Pbp45","FBgn0038371","DNA-binding with transcription factor activity","","",""
"Pbp49","FBgn0260398","DNA-binding with transcription factor activity","","High",""
"Pbp95","FBgn0037540","DNA-binding with transcription factor activity","","Medium",""
"Pc","FBgn0003042","Chromatin regulation","","",""
"Pcf11","FBgn0264962","DNA-binding with transcription factor activity","","",""
"Pcl","FBgn0003044","DNA-binding with transcription factor activity","","",""
"pdm2","FBgn0004394","DNA-binding with transcription factor activity","Homeobox|Pou","High","TFscore=1"
"pdm3","FBgn0261588","DNA-binding with transcription factor activity","Homeobox|Pou","","TFscore=6"
"Pdp1","FBgn0016694","DNA-binding with transcription factor activity","bZIP","High","TFscore=1"
"peb","FBgn0003053","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Pep","FBgn0004401","DNA-binding with transcription factor activity","","High",""
"per","FBgn0003068","Co-factor","","",""
"PGRP-LC","FBgn0035976","Maybe TF","","",""
"ph-d","FBgn0004860","Chromatin regulation","","",""
"ph-p","FBgn0004861","DNA-binding with transcription factor activity","","",""
"PHDP","FBgn0025334","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"pho","FBgn0002521","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=5"
"phol","FBgn0035997","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=5"
"phtf","FBgn0028579","DNA-binding with transcription factor activity","","Medium",""
"Pif1A","FBgn0261015","DNA-binding with transcription factor activity","","Medium",""
"Pif1B","FBgn0046874","DNA-binding with transcription factor activity","","Medium",""
"pita","FBgn0034878","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Plzf","FBgn0032401","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"pnr","FBgn0003117","DNA-binding with transcription factor activity","GATA","High","TFscore=1"
"pnt","FBgn0003118","DNA-binding with transcription factor activity","Ets","High","TFscore=1"
"polybromo","FBgn0039227","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"Pop2","FBgn0036239","DNA-binding with transcription factor activity","","",""
"Poxm","FBgn0003129","DNA-binding with transcription factor activity","PAX","Medium","TFscore=6"
"Poxn","FBgn0003130","DNA-binding with transcription factor activity","PAX","Medium","TFscore=6"
"Pph13","FBgn0023489","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"ppl","FBgn0027945","DNA-binding with transcription factor activity","","Medium",""
"pps","FBgn0082831","DNA-binding with transcription factor activity","","",""
"prd","FBgn0003145","DNA-binding with transcription factor activity","Homeobox|PAX","High","TFscore=1"
"pros","FBgn0004595","DNA-binding with transcription factor activity","Prox1","High","TFscore=1"
"Psc","FBgn0005624","DNA-binding with transcription factor activity","","",""
"psq","FBgn0263102","DNA-binding with transcription factor activity","HTH_psq","","TFscore=5"
"ptip","FBgn0052133","Chromatin regulation","","",""
"Ptx1","FBgn0020912","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"Pur-alpha","FBgn0022361","DNA-binding with transcription factor activity","","High",""
"pygo","FBgn0043900","DNA-binding with transcription factor activity","","",""
"pzg","FBgn0259785","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Rabex-5","FBgn0262937","DNA-binding with transcription factor activity","zf-A20","","TFscore=6"
"ranshi","FBgn0037620","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Ravus","FBgn0038128","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"Rbf","FBgn0015799","DNA-binding with transcription factor activity","","",""
"Rbf2","FBgn0038390","DNA-binding with transcription factor activity","","",""
"Rbsn-5","FBgn0261064","DNA-binding with transcription factor activity","","Medium",""
"reb","FBgn0033667","Maybe TF","","",""
"Rel","FBgn0014018","DNA-binding with transcription factor activity","RHD|TIG","High","TFscore=4"
"repo","FBgn0011701","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"retn","FBgn0004795","DNA-binding with transcription factor activity","ARID","High","TFscore=5"
"Rfx","FBgn0020379","DNA-binding with transcription factor activity","RFX_DNA_binding","High","TFscore=5"
"Rga","FBgn0017550","Co-factor","","",""
"rgr","FBgn0267792","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"rhea","FBgn0260442","Maybe TF","","",""
"rhi","FBgn0004400","Chromatin regulation","","",""
"rib","FBgn0003254","DNA-binding with transcription factor activity","HTH_psq","Medium","TFscore=6"
"rig","FBgn0250850","Co-factor","","",""
"rn","FBgn0267337","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"rno","FBgn0035106","DNA-binding with transcription factor activity","","",""
"ro","FBgn0003267","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Roc1b","FBgn0040291","Maybe TF","","",""
"Rootletin","FBgn0039152","DNA-binding with transcription factor activity","","Medium",""
"row","FBgn0033998","DNA-binding with transcription factor activity","AT_hook","Medium","TFscore=6"
"Rpb10","FBgn0039218","DNA-binding with transcription factor activity","","",""
"Rpb11","FBgn0032634","DNA-binding with transcription factor activity","","",""
"Rpb4","FBgn0263757","DNA-binding with transcription factor activity","","Medium",""
"Rpb7","FBgn0051155","Maybe TF","","",""
"Rpd3","FBgn0015805","Chromatin regulation","","",""
"RpII15","FBgn0004855","DNA-binding with transcription factor activity","","",""
"RpL10","FBgn0024733","Maybe TF","","",""
"RpL7-like","FBgn0032404","Co-factor","","",""
"Rtf1","FBgn0034722","DNA-binding with transcription factor activity","","",""
"run","FBgn0003300","DNA-binding with transcription factor activity","Runt","High","TFscore=4"
"RunxA","FBgn0083981","DNA-binding with transcription factor activity","Runt","Medium","TFscore=6"
"RunxB","FBgn0259162","DNA-binding with transcription factor activity","Runt","Medium","TFscore=6"
"Rx","FBgn0020617","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"sa","FBgn0002842","Maybe TF","","",""
"sage","FBgn0037672","DNA-binding with transcription factor activity","HLH","High","TFscore=3"
"salm","FBgn0261648","DNA-binding with transcription factor activity","zf-C2H2","","TFscore=6"
"salr","FBgn0000287","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Sap30","FBgn0030788","Co-factor","","",""
"sba","FBgn0016754","DNA-binding with transcription factor activity","","Medium",""
"sbb","FBgn0010575","DNA-binding with transcription factor activity","","Medium",""
"sc","FBgn0004170","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"SC35","FBgn0265298","Chromatin regulation","","",""
"Sce","FBgn0003330","Chromatin regulation","","",""
"schlank","FBgn0040918","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Scm","FBgn0003334","DNA-binding with transcription factor activity","","",""
"Scr","FBgn0003339","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"scro","FBgn0028993","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"scrt","FBgn0004880","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"sd","FBgn0003345","DNA-binding with transcription factor activity","TEA","High","TFscore=1"
"sens","FBgn0002573","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=2"
"sens-2","FBgn0051632","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"seq","FBgn0028991","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Set2","FBgn0030486","DNA-binding with transcription factor activity","AT_hook","Medium","TFscore=6"
"Sfmbt","FBgn0032475","Chromatin regulation","","",""
"shn","FBgn0003396","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"Side","FBgn0032741","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"sim","FBgn0004666","DNA-binding with transcription factor activity","HLH","High","TFscore=2"
"sima","FBgn0266411","DNA-binding with transcription factor activity","HLH","High","TFscore=2"
"simj","FBgn0010762","DNA-binding with transcription factor activity","","",""
"Sin3A","FBgn0022764","DNA-binding with transcription factor activity","","",""
"Sir2","FBgn0024291","Chromatin regulation","","",""
"Sirt4","FBgn0029783","Chromatin regulation","","",""
"Sirt6","FBgn0037802","Chromatin regulation","","",""
"Sirt7","FBgn0039631","Chromatin regulation","","",""
"sisA","FBgn0003411","DNA-binding with transcription factor activity","bZIP","Medium","TFscore=6"
"Six4","FBgn0027364","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"skd","FBgn0003415","Co-factor","","",""
"SkpE","FBgn0031074","DNA-binding with transcription factor activity","","",""
"slbo","FBgn0005638","DNA-binding with transcription factor activity","bZIP","High","TFscore=1"
"slou","FBgn0002941","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"slp1","FBgn0003430","DNA-binding with transcription factor activity","Fork_head","High","TFscore=5"
"slp2","FBgn0004567","DNA-binding with transcription factor activity","Fork_head","High","TFscore=1"
"Smox","FBgn0025800","DNA-binding with transcription factor activity","MH1","Medium","TFscore=6"
"Smr","FBgn0265523","DNA-binding with transcription factor activity","Myb_DNA-binding","Medium","TFscore=6"
"sna","FBgn0003448","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"SNCF","FBgn0036349","Maybe TF","","",""
"Snoo","FBgn0085450","Maybe TF","Ski_Sno","","TFscore=NA"
"Snr1","FBgn0011715","Chromatin regulation","","",""
"so","FBgn0003460","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"sob","FBgn0004892","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Sox100B","FBgn0024288","DNA-binding with transcription factor activity","HMG_box","High","TFscore=5"
"Sox102F","FBgn0039938","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"Sox14","FBgn0005612","DNA-binding with transcription factor activity","HMG_box","High","TFscore=5"
"Sox15","FBgn0005613","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"Sox21a","FBgn0036411","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"Sox21b","FBgn0042630","DNA-binding with transcription factor activity","HMG_box","High","TFscore=5"
"SoxN","FBgn0029123","DNA-binding with transcription factor activity","HMG_box","High","TFscore=1"
"Sp1","FBgn0020378","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=2"
"spen","FBgn0016977","Co-factor","","",""
"Spps","FBgn0039169","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Spt3","FBgn0037981","DNA-binding with transcription factor activity","","",""
"spt4","FBgn0028683","Chromatin regulation","","",""
"Spt5","FBgn0040273","Co-factor","","",""
"Spt6","FBgn0028982","Chromatin regulation","","",""
"sqd","FBgn0263396","Chromatin regulation","","",""
"sqz","FBgn0010768","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"sr","FBgn0003499","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"SREBP","FBgn0261283","DNA-binding with transcription factor activity","HLH","","TFscore=1"
"srp","FBgn0003507","DNA-binding with transcription factor activity","GATA","High","TFscore=1"
"Sry-beta","FBgn0003511","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"Sry-delta","FBgn0003512","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"ss","FBgn0003513","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"Ssb-c31a","FBgn0015299","DNA-binding with transcription factor activity","","High",""
"Ssdp","FBgn0011481","DNA-binding with transcription factor activity","","Medium",""
"Ssl1","FBgn0037202","DNA-binding with transcription factor activity","","",""
"ssp","FBgn0036248","DNA-binding with transcription factor activity","zf-BED","","TFscore=NA"
"Ssrp","FBgn0010278","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"Ssu72","FBgn0031054","Maybe TF","","",""
"Stat92E","FBgn0016917","DNA-binding with transcription factor activity","STAT_bind","High","TFscore=1"
"stc","FBgn0001978","DNA-binding with transcription factor activity","zf-NF-X1","Medium","TFscore=6"
"stwl","FBgn0003459","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"Su(H)","FBgn0004837","DNA-binding with transcription factor activity","TIG","High","TFscore=1"
"su(Hw)","FBgn0003567","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"su(sable)","FBgn0003575","DNA-binding with transcription factor activity","","",""
"Su(Tpl)","FBgn0014037","Co-factor","","",""
"Su(var)2-10","FBgn0003612","DNA-binding with transcription factor activity","zf-MIZ","Medium","TFscore=6"
"Su(var)2-HP2","FBgn0026427","DNA-binding with transcription factor activity","AT_hook","","TFscore=NA"
"Su(var)205","FBgn0003607","DNA-binding with transcription factor activity","","High",""
"Su(var)3-7","FBgn0003598","DNA-binding with transcription factor activity","BESS","High","TFscore=5"
"Su(var)3-9","FBgn0263755","Chromatin regulation","","",""
"Su(z)12","FBgn0020887","DNA-binding with transcription factor activity","","Medium",""
"Su(z)2","FBgn0265623","DNA-binding with transcription factor activity","","",""
"sug","FBgn0033782","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"sv","FBgn0005561","DNA-binding with transcription factor activity","PAX","High","TFscore=2"
"svp","FBgn0003651","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"Tab2","FBgn0086358","DNA-binding with transcription factor activity","","",""
"Taf1","FBgn0010355","DNA-binding with transcription factor activity","AT_hook","","TFscore=NA"
"Taf10","FBgn0028398","Chromatin regulation","","",""
"Taf10b","FBgn0026324","DNA-binding with transcription factor activity","","",""
"Taf11","FBgn0011291","DNA-binding with transcription factor activity","","",""
"Taf12","FBgn0011290","DNA-binding with transcription factor activity","","",""
"Taf12L","FBgn0031623","DNA-binding with transcription factor activity","","",""
"Taf13","FBgn0032847","DNA-binding with transcription factor activity","","",""
"Taf2","FBgn0011836","DNA-binding with transcription factor activity","","",""
"Taf4","FBgn0010280","DNA-binding with transcription factor activity","","",""
"Taf5","FBgn0010356","DNA-binding with transcription factor activity","","",""
"Taf6","FBgn0010417","DNA-binding with transcription factor activity","","",""
"Taf7","FBgn0024909","DNA-binding with transcription factor activity","","",""
"Taf8","FBgn0022724","DNA-binding with transcription factor activity","","",""
"tai","FBgn0041092","Co-factor","HLH","High","TFscore=3"
"tap","FBgn0015550","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"tara","FBgn0040071","DNA-binding with transcription factor activity","","Medium",""
"Tbp","FBgn0003687","DNA-binding with transcription factor activity","","",""
"tef","FBgn0086350","DNA-binding with transcription factor activity","","Medium",""
"TFAM","FBgn0038805","DNA-binding with transcription factor activity","HMG_box","High","TFscore=5"
"TfAP-2","FBgn0261953","DNA-binding with transcription factor activity","","",""
"Tfb1","FBgn0033929","DNA-binding with transcription factor activity","","",""
"Tfb4","FBgn0031309","DNA-binding with transcription factor activity","","",""
